"F_ID","Year","Nest_box","Survival","Num_recruited","April_hatch","Synchrony","Clutch_size","Age","Immigrant","beech","pop_size","Spring_temp","winter_temp","winter_precip_t","spring_precip_t","Round","Half_fall","R_pop_size","Spring_temp_max"
"BA11213",1962,"B150",1,0,1.06701709960744,-1.14670288688933,0.147778005062837,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11213",1963,"B24",1,0,0.14290469193625,-1.30956060103139,0.756628490516024,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"B",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12836",1962,"B168",1,0,1.59508133256241,-0.495272030321069,-0.461072480390351,1,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12836",1963,"SW83",1,0,0.0108886336975085,-1.47241831517345,0.147778005062837,2,1,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"B",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12836",1965,"SW80A",1,0,0.406936808413734,0.644731968673382,0.147778005062837,2,1,0,-0.968524986100378,-0.785874891900399,0.0092959327548406,0.698208536340997,0.188720185134994,"B",-0.119432374167988,-0.692953843090545,-0.212242691510669
"BA12836",1966,"SW80A",1,0,0.935001041368702,0.319016540389253,-0.461072480390351,2,1,0,-1.27475360168359,-0.568437274896758,0.435788578851796,0.312219153827939,0.801753963752188,"B",0.698236349154951,-1.0063477722418,-0.929629604935897
"BA12837",1962,"B194",1,0,1.06701709960744,-1.14670288688933,0.756628490516024,1,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11027",1962,"B65",1,0,0.670968924891218,-1.63527602931552,-1.67877345129673,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"AB56508",1962,"C37",1,1,0.80298498312996,-1.47241831517345,0.756628490516024,1,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"C",2.06101755469318,-1.36451226270039,-1.46664906875204
"AB56508",1963,"C36",1,0,0.406936808413734,-0.983845172747261,1.36547897596921,2,1,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"C",1.24334883137024,-0.983962491588143,-0.578621578832459
"AB56508",1964,"C35",1,0,0.538952866652476,0.807589682815446,1.36547897596921,2,1,0,-0.858282684490422,-0.906159531350156,-1.0308492398207,-1.06080022111136,-0.0646671100267802,"C",-0.119432374167988,-0.446715755900271,-1.43926972220685
"BA12825",1963,"C55",1,0,1.85911344903989,0.807589682815444,1.36547897596921,2,1,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"C",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA11662",1962,"C47",1,0,0.670968924891218,-1.63527602931552,-1.67877345129673,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"C",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11325",1962,"CP29",1,1,0.935001041368702,-1.30956060103139,1.36547897596921,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"CP",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12820",1962,"EX16",1,0,0.80298498312996,-1.47241831517345,-0.461072480390351,1,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11683",1962,"EX27",1,2,0.274920750174992,-2.12384917174171,-0.461072480390351,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11683",1963,"EX27",1,2,-0.121127424541233,-1.63527602931552,0.147778005062837,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12808",1962,"EX43",1,0,0.406936808413734,-1.96099145759965,0.756628490516024,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12808",1963,"EX39C",1,0,-0.121127424541233,-1.63527602931552,1.36547897596921,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12254",1962,"EX47",1,0,0.274920750174992,-2.12384917174171,0.147778005062837,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12254",1963,"EX49C",1,0,-0.253143482779975,-1.79813374345758,0.147778005062837,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA11085",1962,"EX49",1,0,0.670968924891218,-1.63527602931552,1.36547897596921,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11037",1962,"EX57",1,0,0.14290469193625,-2.28670688588378,0.147778005062837,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11037",1963,"EX56",1,1,0.274920750174992,-1.14670288688933,-1.06992296584354,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12247",1963,"EX72A",1,0,-0.121127424541233,-1.63527602931552,1.36547897596921,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA11086",1962,"EX77",1,0,1.33104921608493,-0.820987458605197,0.756628490516024,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12810",1962,"MP72",1,0,0.274920750174992,-2.12384917174171,-0.461072480390351,1,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"MP",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12694",1962,"O13",1,0,0.80298498312996,-1.47241831517345,-1.67877345129673,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"O",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12842",1962,"O36",1,0,2.91524191494983,1.13330511109957,-0.461072480390351,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"O",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA11245",1962,"O39",1,0,1.99112950727864,-0.0066988878948758,0.147778005062837,1,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"O",2.06101755469318,-1.36451226270039,-1.46664906875204
