"F_ID","April_hatch_t1","Spring_temp_t1","Spring_precip_t1","Round_t1","age_t1","pop_size_t1","R_pop_size_t1","Spring_temp_max_t1"
"BA02120",0.14290469193625,-2.16606402394998,-0.462457917485049,"EX",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA02120",-0.649191657496201,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA01797",0.406936808413734,-2.16606402394998,-0.462457917485049,"EX",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA01797",0.14290469193625,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA01797",0.14290469193625,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"608678",0.670968924891218,-2.16606402394998,-0.462457917485049,"EX",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA02058",0.670968924891218,-2.16606402394998,-0.462457917485049,"EX",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA02058",0.274920750174992,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA01181",0.80298498312996,-2.16606402394998,-0.462457917485049,"O",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA01181",0.14290469193625,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA02134",1.33104921608493,-2.16606402394998,-0.462457917485049,"O",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA02134",0.538952866652476,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA01768",3.57532220614354,-2.16606402394998,-0.462457917485049,"O",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA01768",0.406936808413734,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA01893",0.935001041368702,-2.16606402394998,-0.462457917485049,"W",2,-1.44624162641019,-1.36451226270039,-1.46664906875204
"BA11213",0.14290469193625,-0.310904777346599,-0.334401972618346,"B",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11213",0.406936808413734,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12836",0.0108886336975085,-0.310904777346599,-0.334401972618346,"B",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12836",0.406936808413734,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-1.43926972220685
"BA12836",0.935001041368702,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA12836",1.59508133256241,-0.326325884912215,0.537468290303886,"B",2,-1.67897537425343,-1.72267675315897,-0.648991302847722
"BA12837",0.80298498312996,-0.310904777346599,-0.334401972618346,"B",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11027",0.0108886336975085,-0.310904777346599,-0.334401972618346,"B",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"AB56508",0.406936808413734,-0.310904777346599,-0.334401972618346,"C",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"AB56508",0.538952866652476,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"AB56508",0.670968924891218,-0.568437274896758,0.801753963752188,"C",2,-1.27475360168359,-1.0063477722418,-0.212242691510669
"BA12825",0.670968924891218,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA11662",0.14290469193625,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-0.578621578832459
"BA11325",-0.121127424541233,-0.310904777346599,-0.334401972618346,"CP",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12820",0.14290469193625,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11683",-0.121127424541233,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11683",0.406936808413734,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12808",-0.121127424541233,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12808",0.670968924891218,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12254",-0.253143482779975,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12254",0.935001041368702,-0.568437274896758,0.801753963752188,"EX",2,-1.27475360168359,-1.0063477722418,-1.43926972220685
"BA11085",0.0108886336975085,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11037",0.274920750174992,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11037",0.406936808413734,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12247",0.274920750174992,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA11086",0.670968924891218,-0.310904777346599,-0.334401972618346,"EX",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12810",-0.649191657496201,-0.310904777346599,-0.334401972618346,"MP",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12694",-0.121127424541233,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12842",1.06701709960744,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11245",0.406936808413734,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11245",0.935001041368702,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12728",0.14290469193625,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12818",0.274920750174992,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA12818",0.935001041368702,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12817",0.406936808413734,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-0.578621578832459
"BA11071",0.80298498312996,-0.310904777346599,-0.334401972618346,"O",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11071",0.935001041368702,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA11071",1.33104921608493,-0.785874891900399,0.188720185134994,"O",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA11071",1.46306527432367,-0.568437274896758,0.801753963752188,"O",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA11783",0.406936808413734,-0.310904777346599,-0.334401972618346,"W",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11783",0.538952866652476,-0.906159531350156,-0.0646671100267802,"W",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA11274",0.14290469193625,-0.310904777346599,-0.334401972618346,"W",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11493",0.14290469193625,-0.310904777346599,-0.334401972618346,"W",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA11493",1.33104921608493,-0.906159531350156,-0.0646671100267802,"W",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12238",-0.253143482779975,-0.310904777346599,-0.334401972618346,"W",2,-1.17676044469696,-0.983962491588143,-0.578621578832459
"BA25446",0.935001041368702,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26006",0.274920750174992,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26209",1.19903315784619,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12917",0.80298498312996,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26119",0.670968924891218,-0.906159531350156,-0.0646671100267802,"B",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12932",-0.385159541018717,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-1.43926972220685
"BA12849",0.670968924891218,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12849",0.274920750174992,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA12929",0.80298498312996,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12930",0.538952866652476,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26472",0.670968924891218,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26957",0.406936808413734,-0.906159531350156,-0.0646671100267802,"C",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26957",0.406936808413734,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA26084",0.0108886336975085,-0.906159531350156,-0.0646671100267802,"CP",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12920",0.274920750174992,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26883",0.14290469193625,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12892",-0.385159541018717,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26423",0.80298498312996,-0.785874891900399,0.188720185134994,"EX",2,-0.968524986100378,-0.692953843090545,-1.43926972220685
"BA26053",0.80298498312996,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26085",-0.121127424541233,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26886",2.5191937402336,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26633",0.406936808413734,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26778",1.06701709960744,-0.906159531350156,-0.0646671100267802,"EX",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26152",0.274920750174992,-0.906159531350156,-0.0646671100267802,"MP",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26092",-0.253143482779975,-0.785874891900399,0.188720185134994,"O",2,-0.968524986100378,-0.692953843090545,-1.43926972220685
"BA11124",1.06701709960744,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA26313",2.12314556551738,-0.906159531350156,-0.0646671100267802,"O",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA12923",-0.121127424541233,-0.906159531350156,-0.0646671100267802,"W",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA11768",1.06701709960744,-0.906159531350156,-0.0646671100267802,"W",2,-0.858282684490422,-0.446715755900271,-1.43926972220685
"BA42764",0.935001041368702,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA42664",0.80298498312996,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42664",1.46306527432367,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA42664",1.72709739080115,-0.326325884912215,0.537468290303886,"B",2,-1.67897537425343,-1.72267675315897,-0.648991302847722
"BA42807",-0.121127424541233,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42595",0.935001041368702,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42663",0.935001041368702,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42663",0.80298498312996,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA42663",0.538952866652476,-0.326325884912215,0.537468290303886,"B",2,-1.67897537425343,-1.72267675315897,-0.648991302847722
"BA42682",0.670968924891218,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42673",0.14290469193625,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42582",2.38717768199486,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.212242691510669
"BA42502",1.19903315784619,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42502",1.85911344903989,-0.326325884912215,0.537468290303886,"B",2,-1.67897537425343,-1.72267675315897,-0.929629604935897
"BA42502",0.538952866652476,-0.605447933273214,0.164198833990306,"B",2,-1.71572280812342,-1.588365069237,-0.298703785863895
"BA47845",0.0108886336975085,-0.785874891900399,0.188720185134994,"B",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA47845",0.670968924891218,-0.568437274896758,0.801753963752188,"B",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA47845",0.80298498312996,-0.326325884912215,0.537468290303886,"B",2,-1.67897537425343,-1.72267675315897,-0.648991302847722
"BA42517",-0.253143482779975,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42517",-0.517175599257459,-0.326325884912215,0.537468290303886,"C",2,-1.67897537425343,-1.72267675315897,-0.929629604935897
"BA42517",-0.253143482779975,-0.605447933273214,0.164198833990306,"C",2,-1.71572280812342,-1.588365069237,-0.298703785863895
"BA47834",0.670968924891218,-0.568437274896758,0.801753963752188,"C",2,-1.27475360168359,-1.0063477722418,-0.212242691510669
"BA47650",0.80298498312996,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA47650",0.670968924891218,-0.568437274896758,0.801753963752188,"C",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA47650",0.0108886336975085,-0.326325884912215,0.537468290303886,"C",2,-1.67897537425343,-1.72267675315897,-0.648991302847722
"BA47840",-0.781207715734943,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA47840",0.80298498312996,-0.568437274896758,0.801753963752188,"C",2,-1.27475360168359,-1.0063477722418,-0.929629604935897
"BA47836",1.72709739080115,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA47833",0.0108886336975085,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42294",0.14290469193625,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA42993",-0.253143482779975,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
"BA47851",1.06701709960744,-0.785874891900399,0.188720185134994,"C",2,-0.968524986100378,-0.692953843090545,-0.212242691510669
