"","Spring_temp_Predator","Spring_temp_Prey","Winter_temp","Winter_precip","Spring_precip"
"low mean",13.3051519311571,13.3534399413087,9.14160816849817,185.141457142857,153.148008791209
"low sd",0.432890927688688,0.416521886329596,0.386128751536751,10.0714289203758,8.10147861528459
"mid mean",13.5982079831933,13.6536663249251,9.42926658348596,189.856806593407,152.196530769231
"mid sd",0.493410550705399,0.471526774041669,0.449244919735848,12.0452876945772,7.75144548313492
"high mean",14.0032263752424,14.0485491633367,9.79048271978022,193.621069230769,152.227632967033
"high sd",0.573102993241643,0.542716787248972,0.521020503659573,13.5846650404923,8.36520760052079
