F_ID,Year,Nest_box,Survival,Num_recruited,April_hatch,Synchrony,Clutch_size,Age,Immigrant,beech,pop_size,Spring_temp,winter_temp,winter_precip_t,spring_precip_t,Round,Half_fall,R_pop_size,Spring_temp_GT,Spring_temp_cat
TL38835,2010,EX14,0,1,48,-10,8,1,0,0,277,8.026761,3.193333,140.8,54.1,EX,58,133,12.8466176470588,12.6498863636364
TP25779,2010,SW122,0,0,44,-14,9,1,0,0,277,8.026761,3.193333,140.8,54.1,SW,58,133,12.8466176470588,12.6498863636364
E018368,2009,P19,0,0,41,-9,8,1,0,1,262,8.966197,2.471111,239.8,78.3,P,50,122,13.6294117647059,13.4490909090909
X235138,2010,MP11,0,0,38,-20,10,4,1,0,277,8.026761,3.193333,140.8,54.1,MP,58,133,12.8466176470588,12.6498863636364
J644931,2008,W27,0,0,49,-4,7,1,1,0,346,8.287324,3.406667,137.8,153.9,W,53,167,12.6505882352941,12.9596590909091
T640388,2008,P5,0,1,48,-5,8,1,1,0,346,8.287324,3.406667,137.8,153.9,P,53,167,12.6505882352941,12.9596590909091
T176948,2009,C151,1,1,30,-20,10,2,1,1,262,8.966197,2.471111,239.8,78.3,C,50,122,13.6294117647059,13.4490909090909
T176948,2010,C151,0,0,37,-21,10,3,1,0,277,8.026761,3.193333,140.8,54.1,C,58,133,12.8466176470588,12.6498863636364
R639189,2007,EX17,0,0,40,-4,9,1,0,1,386,9.557746,5.705495,156.6,137,EX,44,196,14.7332352941176,14.4635227272727
TC59291,2006,C62,0,0,48,-11,NA,1,0,1,312,7.74507,6.503333,223,141,C,59,144,12.1452941176471,11.8993181818182
VF63835,2008,O107,0,0,47,-6,11,4,0,0,346,8.287324,3.406667,137.8,153.9,O,53,167,12.6505882352941,12.9596590909091
N200814,2003,W89,0,0,44,-7,6,1,1,1,266,8.930986,5.174725,162.3,84.9,W,51,166,14.1573529411765,13.9013636363636
K578967,2003,O61,0,0,44,-7,7,1,0,1,266,8.930986,5.174725,162.3,84.9,O,51,166,14.1573529411765,13.9013636363636
VR91539,1999,MP69,0,0,43,-11,7,1,0,0,206,9.102817,5.105495,187.9,108.5,MP,54,122,13.0636764705882,13.0706818181818
VR90012,1998,W64,0,0,47,-9,9,2,0,1,232,8.373239,5.533333,197.5,128.6,W,56,165,11.8219117647059,12.7677272727273
H301719,1996,EX70,0,0,51,-20,8,2,1,0,301,6.597183,3.666667,109.8,85,EX,71,219,10.6601470588235,10.5167045454545
H301122,1993,O39,0,0,49,-10,8,1,1,0,265,8.187324,4.832222,242.6,125.8,O,59,154,12.3829411764706,11.9692045454545
F937898,1991,W87,0,0,53,-5.8172593164667,8,1,1,2,99,7.798592,4.140659,68.3,64.9,W,58.8172593164667,71,11.5398529411765,11.7423863636364
NN88952,1989,EX27,0,0,37,-19.2871397261505,NA,2,0,0,185,7.91971831,6.483333333,310.7,93,EX,56.2871397261505,105,12.0126470588235,12.2761363636364
NN87391,1988,SW38,0,0,63,1.6,8,2,0,0,233,7.812676056,6.273333333,101.9,62.2,SW,61.4,141,11.8051470588235,11.7309090909091
JV92670,1985,B23,0,0,49,-17.4,NA,1,1,0,151,6.895774648,2.853333333,182.7,113.2,B,66.4,82,10.8511764705882,11.1752272727273
NE96356,1983,O81,0,0,53,-18.4,NA,1,0,1,297,7.164788732,4.230769231,166.7,195.8,O,71.4,163,10.9495588235294,10.9202272727273
NE94270,1982,EX62,0,0,60,-1.4913956805066,9,1,0,2,175,7.332394366,4.226666667,131.9,63.3,EX,61.4913956805066,106,11.5829411764706,12.0690909090909
NE93579,1983,CP8,0,1,50,-21.4,11,2,1,1,297,7.164788732,4.230769231,166.7,195.8,CP,71.4,163,10.9495588235294,10.9202272727273
A003809,1981,MP68,0,0,57,-0.974578834958102,6,2,1,0,232,8.088732394,2.404444444,163.2,131.6,MP,57.9745788349581,147,11.5273529411765,11.3026136363636
NE94507,1982,C15,0,0,50,-11.4913956805066,9,2,1,2,175,7.332394366,4.226666667,131.9,63.3,C,61.4913956805066,106,11.5829411764706,12.0690909090909
BS08734,1976,O70,0,1,58,-2.2349456896309,NA,1,0,2,89,7.225352113,3.171111111,292.1,52.3,O,60.2349456896309,41,11.4655882352941,11.8519318181818
BS44285,1976,EX85,0,0,60,-0.234945689630898,NA,1,0,2,89,7.225352113,3.171111111,292.1,52.3,EX,60.2349456896309,41,11.4655882352941,11.8519318181818
BS44173,1976,EX80,0,0,53,-7.2349456896309,NA,1,0,2,89,7.225352113,3.171111111,292.1,52.3,EX,60.2349456896309,41,11.4655882352941,11.8519318181818
BS08466,1975,W42,0,0,53,-15.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,W,68.4,64,10.1917647058824,10.5034090909091
BR62122,1976,W33,0,0,47,-13.2349456896309,NA,2,0,2,89,7.225352113,3.171111111,292.1,52.3,W,60.2349456896309,41,11.4655882352941,11.8519318181818
BS08282,1975,W27,0,0,56,-12.4,NA,1,0,0,125,6.877464789,4.607692308,59.4,95.9,W,68.4,64,10.1917647058824,10.5034090909091
BS08475,1975,W23,0,0,52,-16.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,W,68.4,64,10.1917647058824,10.5034090909091
BJ05740,1976,O85,0,1,57,-3.2349456896309,NA,3,0,2,89,7.225352113,3.171111111,292.1,52.3,O,60.2349456896309,41,11.4655882352941,11.8519318181818
BS44140,1975,EX70,0,1,57,-11.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,EX,68.4,64,10.1917647058824,10.5034090909091
BS44141,1975,EX68,0,0,54,-14.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,EX,68.4,64,10.1917647058824,10.5034090909091
BS08265,1975,EX55,0,2,49,-19.4,NA,1,0,0,125,6.877464789,4.607692308,59.4,95.9,EX,68.4,64,10.1917647058824,10.5034090909091
BS08039,1975,EX51A,0,1,50,-18.4,NA,1,0,0,125,6.877464789,4.607692308,59.4,95.9,EX,68.4,64,10.1917647058824,10.5034090909091
BP11611,1975,C51,0,0,48,-20.4,NA,2,0,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BS08222,1975,C49,0,0,62,-6.40000000000001,NA,1,0,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BS08478,1975,C154,0,0,55,-13.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BS08473,1975,C141,0,0,55,-13.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BS08472,1975,C117,0,1,52,-16.4,NA,1,1,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BP11908,1975,W36,1,0,47,-21.4,7,2,0,0,125,6.877464789,4.607692308,59.4,95.9,W,68.4,64,10.1917647058824,10.5034090909091
BP11908,1976,W36,1,0,41,-19.2349456896309,8,3,0,2,89,7.225352113,3.171111111,292.1,52.3,W,60.2349456896309,41,11.4655882352941,11.8519318181818
BP11908,1978,W11,0,1,54,-11.380725775629,10,5,0,0,149,6.922535211,1.544444444,222.5,93.7,W,65.380725775629,80,10.53,10.9323863636364
BJ05692,1973,O85,0,0,55,-12.2222724923568,7,1,0,0,119,6.753521127,5.243333333,173.6,113.6,O,67.2222724923568,60,11.22,11.2229545454545
BP11069,1975,C130,0,0,50,-18.4,NA,3,1,0,125,6.877464789,4.607692308,59.4,95.9,C,68.4,64,10.1917647058824,10.5034090909091
BN34266,1972,EX43D,0,0,43,-15.5608187658021,8,1,0,0,86,7.974647887,4.468888889,113.4,95.6,EX,58.5608187658021,56,11.9897058823529,11.6021590909091
BP52037,1974,C14,0,0,68,2.65851911360321,10,3,1,2,84,6.721126761,6.286666667,132.5,35.8,C,65.3414808863968,40,11.04,11.3182954545455
BJ54695,1972,B31,0,0,40,-18.5608187658021,9,2,1,0,86,7.974647887,4.468888889,113.4,95.6,B,58.5608187658021,56,11.9897058823529,11.6021590909091
BJ54694,1972,B121,1,0,44,-14.5608187658021,11,2,1,0,86,7.974647887,4.468888889,113.4,95.6,B,58.5608187658021,56,11.9897058823529,11.6021590909091
BJ54694,1973,B21,0,0,53,-14.2222724923568,12,3,1,0,119,6.753521127,5.243333333,173.6,113.6,B,67.2222724923568,60,11.22,11.2229545454545
BH62730,1971,MP49,1,0,48,-17.4,5,2,0,0,97,6.690140845,4.620879121,135.3,91.1,MP,65.4,69,10.995,11.2425
BH62730,1973,MP58,0,0,52,-15.2222724923568,9,4,0,0,119,6.753521127,5.243333333,173.6,113.6,MP,67.2222724923568,60,11.22,11.2229545454545
BC13707,1969,EX43C,0,0,54,-14.4,10,4,0,0,77,6.302816901,3.237777778,188.7,125.8,EX,68.4,58,10.6136764705882,10.4413636363636
BC13696,1966,O87,0,0,55,-9.40000000000001,5,1,0,0,122,7.352112676,4.888888889,180.2,135.7,O,64.4,86,10.9391176470588,11.5372727272727
BA64724,1966,O106,0,0,54,-10.4,6,2,0,0,122,7.352112676,4.888888889,180.2,135.7,O,64.4,86,10.9391176470588,11.5372727272727
BA12743,1965,EX62H,0,0,60,1.6,7,5,1,0,147,7.153521127,4.316666667,201.2,113.2,EX,58.4,100,11.8176470588235,11.6618181818182
BA02155,1964,MP8,0,0,54,-4.4,9,5,1,0,156,7.043661972,2.921111111,105.5,103.9,MP,58.4,111,10.315,11.16875
BA42725,1965,C119,0,0,40,-18.4,NA,2,0,0,147,7.153521127,4.316666667,201.2,113.2,C,58.4,100,11.8176470588235,11.6618181818182
603704,1964,B215,1,1,45,-13.4,8,6,1,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
603704,1965,B84,0,0,45,-13.4,11,7,1,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
607532,1963,W62,0,0,49,-19.4,9,4,0,0,130,7.587323944,2.991208791,53.8,94,W,68.4,87,11.3689705882353,10.83
607116,1963,W36,0,0,47,-21.4,9,4,0,0,130,7.587323944,2.991208791,53.8,94,W,68.4,87,11.3689705882353,10.83
607098,1963,W1,1,0,50,-18.4,11,4,0,0,130,7.587323944,2.991208791,53.8,94,W,68.4,87,11.3689705882353,10.83
607098,1965,EX51C,1,0,64,5.6,10,6,0,0,147,7.153521127,4.316666667,201.2,113.2,EX,58.4,100,11.8176470588235,11.6618181818182
607098,1966,CP24,0,0,64,-0.400000000000006,9,7,0,0,122,7.352112676,4.888888889,180.2,135.7,CP,64.4,86,10.9391176470588,11.5372727272727
BA01659,1963,SW27,0,0,64,-4.40000000000001,8,3,0,0,130,7.587323944,2.991208791,53.8,94,SW,68.4,87,11.3689705882353,10.83
BA12726,1963,O27,0,0,53,-15.4,10,4,1,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
BA01266,1963,O2,0,0,52,-16.4,9,3,0,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
BA12813,1963,MP51,0,1,49,-19.4,8,3,1,0,130,7.587323944,2.991208791,53.8,94,MP,68.4,87,11.3689705882353,10.83
608794,1963,MP3,1,0,42,-26.4,10,4,1,0,130,7.587323944,2.991208791,53.8,94,MP,68.4,87,11.3689705882353,10.83
608794,1964,B121,0,0,58,-0.399999999999999,10,5,1,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
BA02088,1963,EX71,0,0,54,-14.4,9,3,1,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
BA01191,1963,EX63,1,0,49,-19.4,12,3,0,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
BA01191,1965,EX62,0,0,56,-2.4,11,5,0,0,147,7.153521127,4.316666667,201.2,113.2,EX,58.4,100,11.8176470588235,11.6618181818182
BA26886,1964,O14,0,0,66,7.6,8,2,0,0,156,7.043661972,2.921111111,105.5,103.9,O,58.4,111,10.315,11.16875
608506,1963,EX1,1,0,50,-18.4,12,4,1,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
608506,1964,EX2,0,0,49,-9.4,11,5,1,0,156,7.043661972,2.921111111,105.5,103.9,EX,58.4,111,10.315,11.16875
607468,1963,B38,1,0,56,-12.4,9,4,0,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
607468,1964,B203,1,0,65,6.6,8,5,0,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
607468,1965,B38,0,1,54,-4.4,8,6,0,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
E77151,1963,B218,0,1,48,-20.4,9,5,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA12802,1962,CP36,0,0,54,-20.4,NA,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,CP,74.4,70,10.2814705882353,9.74886363636364
BA01706,1962,W98,0,0,56,-18.4,10,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,W,74.4,70,10.2814705882353,9.74886363636364
608214,1962,W58,0,0,48,-26.4,9,3,0,2,108,5.892957746,-1.086666667,88.7,89.3,W,74.4,70,10.2814705882353,9.74886363636364
K53186,1962,W47,0,2,56,-18.4,12,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,W,74.4,70,10.2814705882353,9.74886363636364
K53147,1962,W12,0,0,52,-22.4,9,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,W,74.4,70,10.2814705882353,9.74886363636364
BA12729,1962,O8,1,0,52,-22.4,10,3,1,2,108,5.892957746,-1.086666667,88.7,89.3,O,74.4,70,10.2814705882353,9.74886363636364
BA12729,1963,O6,0,1,47,-21.4,11,4,1,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
608661,1962,O59,1,0,56,-18.4,8,3,1,2,108,5.892957746,-1.086666667,88.7,89.3,O,74.4,70,10.2814705882353,9.74886363636364
608661,1963,O60,0,0,51,-17.4,9,4,1,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
BA01209,1962,O54,0,0,60,-14.4,10,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,O,74.4,70,10.2814705882353,9.74886363636364
BA12804,1962,MP84,1,0,47,-27.4,8,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,MP,74.4,70,10.2814705882353,9.74886363636364
BA12804,1964,MP22,1,1,45,-13.4,11,4,1,0,156,7.043661972,2.921111111,105.5,103.9,MP,58.4,111,10.315,11.16875
BA12804,1965,MP88,0,0,52,-6.4,11,5,1,0,147,7.153521127,4.316666667,201.2,113.2,MP,58.4,100,11.8176470588235,11.6618181818182
BA01663,1962,MP78,0,1,50,-24.4,8,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,MP,74.4,70,10.2814705882353,9.74886363636364
BA01431,1962,MP75,0,0,53,-21.4,8,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,MP,74.4,70,10.2814705882353,9.74886363636364
BA01505,1962,MP30,0,2,58,-16.4,10,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,MP,74.4,70,10.2814705882353,9.74886363636364
BA11664,1963,EX51,0,0,43,-25.4,10,2,0,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
607069,1962,EX41B,0,0,47,-27.4,9,3,0,2,108,5.892957746,-1.086666667,88.7,89.3,EX,74.4,70,10.2814705882353,9.74886363636364
BA12809,1962,EX41,1,0,51,-23.4,8,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,EX,74.4,70,10.2814705882353,9.74886363636364
BA12809,1963,EX41D,0,0,47,-21.4,10,3,1,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
BA12822,1962,EX25,1,0,55,-19.4,9,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,EX,74.4,70,10.2814705882353,9.74886363636364
BA12822,1963,EX28,0,0,52,-16.4,9,3,1,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
BA01051,1962,C1,0,1,51,-23.4,8,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,C,74.4,70,10.2814705882353,9.74886363636364
BA01686,1962,B99,1,0,58,-16.4,9,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA01686,1965,B99,0,0,53,-5.4,10,5,0,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
BA01024,1962,B32,0,0,51,-23.4,8,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
608380,1962,B27,1,0,62,-12.4,9,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
608380,1963,B96,1,0,57,-11.4,10,5,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
608380,1965,B102,0,0,58,-0.399999999999999,10,7,1,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
607558,1962,B226,0,0,52,-22.4,9,3,0,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA12840,1962,B159,1,0,56,-18.4,9,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA12840,1963,B159,1,1,51,-17.4,7,3,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA12840,1964,B62A,1,0,56,-2.4,6,4,1,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
BA12840,1965,B161,1,0,59,0.600000000000001,9,5,1,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
BA12840,1966,B159,0,0,54,-10.4,8,6,1,0,122,7.352112676,4.888888889,180.2,135.7,B,64.4,86,10.9391176470588,11.5372727272727
K53191,1962,B123,0,0,61,-13.4,7,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
608613,1961,O82,0,0,45,-4.4,7,1,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
608068,1961,W79,1,0,40,-9.4,7,2,0,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
608068,1963,W83,1,0,51,-17.4,9,4,0,0,130,7.587323944,2.991208791,53.8,94,W,68.4,87,11.3689705882353,10.83
608068,1964,W82,0,0,52,-6.4,7,5,0,0,156,7.043661972,2.921111111,105.5,103.9,W,58.4,111,10.315,11.16875
607092,1961,W69,0,0,38,-11.4,9,2,0,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
J70854,1961,W46,0,0,45,-4.4,9,2,1,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
E77068,1961,W41,0,0,35,-14.4,10,4,1,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
E77436,1961,W32,0,1,34,-15.4,7,3,1,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
K53157,1961,W12,0,0,40,-9.4,6,3,1,0,131,9.270422535,3.305555556,202.8,103.9,W,49.4,83,13.5982352941176,13.5972727272727
603733,1961,O81,0,0,41,-8.4,8,3,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
K53199,1961,O80,1,0,40,-9.4,9,3,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
K53199,1962,O81,0,0,54,-20.4,10,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,O,74.4,70,10.2814705882353,9.74886363636364
608431,1961,O71,0,0,36,-13.4,8,3,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
608359,1961,O57,1,0,40,-9.4,9,3,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
608359,1963,O15,0,1,53,-15.4,10,5,1,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
608674,1961,O40,0,0,58,8.6,7,1,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
608564,1961,O18,0,1,40,-9.4,8,2,1,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
608323,1961,EX7,0,1,36,-13.4,9,3,1,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
608108,1961,EX40,1,0,42,-7.4,8,2,0,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
608108,1962,EX42,1,0,49,-25.4,9,3,0,2,108,5.892957746,-1.086666667,88.7,89.3,EX,74.4,70,10.2814705882353,9.74886363636364
608108,1963,EX40,1,0,54,-14.4,11,4,0,0,130,7.587323944,2.991208791,53.8,94,EX,68.4,87,11.3689705882353,10.83
608108,1964,EX41B,0,0,57,-1.4,10,5,0,0,156,7.043661972,2.921111111,105.5,103.9,EX,58.4,111,10.315,11.16875
608327,1961,EX30,0,2,33,-16.4,10,3,1,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
K53135,1961,EX27,0,0,40,-9.4,8,3,1,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
607192,1961,EX10,0,0,39,-10.4,9,2,0,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
603703,1961,B58,0,0,36,-13.4,8,3,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
608433,1961,B108,1,0,46,-3.4,7,3,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
608433,1962,B214,0,0,62,-12.4,8,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
603740,1962,W27,0,1,56,-18.4,5,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,W,74.4,70,10.2814705882353,9.74886363636364
607703,1961,O72,1,0,40,-9.4,8,2,0,0,131,9.270422535,3.305555556,202.8,103.9,O,49.4,83,13.5982352941176,13.5972727272727
607703,1963,O80,1,0,50,-18.4,9,4,0,0,130,7.587323944,2.991208791,53.8,94,O,68.4,87,11.3689705882353,10.83
607703,1964,O80,0,1,52,-6.4,9,5,0,0,156,7.043661972,2.921111111,105.5,103.9,O,58.4,111,10.315,11.16875
607378,1961,EX62,1,0,38,-11.4,6,2,0,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
607378,1962,EX60,0,0,48,-26.4,10,3,0,2,108,5.892957746,-1.086666667,88.7,89.3,EX,74.4,70,10.2814705882353,9.74886363636364
608322,1961,EX4,0,0,43,-6.4,8,3,1,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
607169,1961,EX35A,0,1,37,-12.4,6,2,0,0,131,9.270422535,3.305555556,202.8,103.9,EX,49.4,83,13.5982352941176,13.5972727272727
608444,1961,CP11,1,0,44,-5.4,2,3,1,0,131,9.270422535,3.305555556,202.8,103.9,CP,49.4,83,13.5982352941176,13.5972727272727
608444,1962,CP9,0,1,55,-19.4,6,4,1,2,108,5.892957746,-1.086666667,88.7,89.3,CP,74.4,70,10.2814705882353,9.74886363636364
607083,1961,B51,0,0,36,-13.4,8,2,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
608333,1961,B5,0,0,41,-8.4,8,2,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
608731,1961,B11,0,0,41,-8.4,8,1,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA01767,1961,B113,1,0,39,-10.4,10,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA01767,1962,B112,1,0,56,-18.4,11,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA01767,1963,B112,1,0,51,-17.4,12,2,0,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA01767,1964,B113,1,1,48,-10.4,12,4,0,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
BA01767,1965,B113,0,2,46,-12.4,11,5,0,0,147,7.153521127,4.316666667,201.2,113.2,B,58.4,100,11.8176470588235,11.6618181818182
BA01579,1961,B150,0,0,37,-12.4,9,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02128,1961,B159,0,0,40,-9.4,6,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02066,1961,B160,1,0,43,-6.4,6,1,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02066,1962,B212,1,0,51,-23.4,8,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA02066,1963,B150,1,0,48,-20.4,9,2,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA02066,1964,B150,0,0,43,-15.4,8,4,1,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
BA02109,1961,B174,1,0,41,-8.4,6,1,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02109,1962,B106,1,0,54,-20.4,8,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA02109,1963,B5,0,0,44,-24.4,9,2,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA01487,1961,B180,0,0,42,-7.4,7,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA01047,1961,B181,1,0,38,-11.4,7,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA01047,1962,B57,1,0,51,-23.4,9,2,0,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA01047,1963,B212,0,2,42,-26.4,9,2,0,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA01495,1961,B189,0,0,42,-7.4,8,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA01379,1961,B191,0,0,42,-7.4,8,1,0,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02132,1961,B20,1,0,37,-12.4,9,1,1,0,131,9.270422535,3.305555556,202.8,103.9,B,49.4,83,13.5982352941176,13.5972727272727
BA02132,1962,B122,1,0,52,-22.4,10,2,1,2,108,5.892957746,-1.086666667,88.7,89.3,B,74.4,70,10.2814705882353,9.74886363636364
BA02132,1963,B229,1,0,47,-21.4,9,3,1,0,130,7.587323944,2.991208791,53.8,94,B,68.4,87,11.3689705882353,10.83
BA02132,1964,B228,0,0,49,-9.4,10,4,1,0,156,7.043661972,2.921111111,105.5,103.9,B,58.4,111,10.315,11.16875
