F_ID,Year,Nest_box,Survival,Num_recruited,April_hatch,Synchrony,Clutch_size,Age,Immigrant,beech,pop_size,Spring_temp,winter_temp,winter_precip_t,spring_precip_t,Round,Half_fall,R_pop_size,Spring_temp_GT,Spring_temp_cat
NC10826,1980,B87,0,0,45,-20.4970474220139,10,1,0,2,177,6.829577465,4.122222222,93,49.6,B,65.4970474220139,114,10.8602941176471,11.5865909090909
NC11983,1980,C104,0,1,51,-14.4970474220139,10,1,0,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09991,1980,C106,1,0,44,-21.4970474220139,10,1,1,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09991,1981,C34,1,0,55,-2.97457883495809,8,2,1,0,232,8.088732394,2.404444444,163.2,131.6,C,57.9745788349581,147,11.5273529411765,11.3026136363636
NC09991,1982,C132,0,0,50,-11.4913956805066,9,3,1,2,175,7.332394366,4.226666667,131.9,63.3,C,61.4913956805066,106,11.5829411764706,12.0690909090909
NC09996,1980,C117,0,0,58,-7.49704742201386,8,2,1,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09993,1980,C119,1,1,48,-17.4970474220139,12,1,1,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09993,1981,C19,1,0,48,-9.97457883495809,9,2,1,0,232,8.088732394,2.404444444,163.2,131.6,C,57.9745788349581,147,11.5273529411765,11.3026136363636
NC09993,1982,C19,0,0,46,-15.4913956805066,10,3,1,2,175,7.332394366,4.226666667,131.9,63.3,C,61.4913956805066,106,11.5829411764706,12.0690909090909
NC09992,1980,C13,0,0,44,-21.4970474220139,10,1,1,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09921,1980,C134,1,0,48,-17.4970474220139,8,1,0,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09921,1981,C28,1,0,55,-2.97457883495809,9,2,0,0,232,8.088732394,2.404444444,163.2,131.6,C,57.9745788349581,147,11.5273529411765,11.3026136363636
NC09921,1983,C118,0,0,50,-21.4,9,4,0,1,297,7.164788732,4.230769231,166.7,195.8,C,71.4,163,10.9495588235294,10.9202272727273
NC09011,1980,C141,1,0,51,-14.4970474220139,11,4,1,2,177,6.829577465,4.122222222,93,49.6,C,65.4970474220139,114,10.8602941176471,11.5865909090909
NC09011,1981,C40,1,0,61,3.02542116504191,10,5,1,0,232,8.088732394,2.404444444,163.2,131.6,C,57.9745788349581,147,11.5273529411765,11.3026136363636
NC09011,1982,C1,0,1,57,-4.4913956805066,10,6,1,2,175,7.332394366,4.226666667,131.9,63.3,C,61.4913956805066,106,11.5829411764706,12.0690909090909
